center cam,left cam,right cam,angle,throttle,brake,speed
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_099.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_099.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_099.jpg,0,0.7095134,0,15.62128
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_172.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_172.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_172.jpg,0,0.6998306,0,16.169
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_242.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_242.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_242.jpg,0,0.6998306,0,16.732
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_314.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_314.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_314.jpg,0,0.6998306,0,16.97504
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_384.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_384.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_384.jpg,0,0.6998306,0,17.50113
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_454.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_454.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_454.jpg,0,0.6998306,0,18.12749
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_525.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_525.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_525.jpg,0,0.6998306,0,18.66732
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_593.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_593.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_593.jpg,0,0.6998306,0,18.82928
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_664.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_664.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_664.jpg,0,0.6998306,0,19.36787
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_733.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_733.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_733.jpg,0,0.6998306,0,19.96809
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_803.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_803.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_803.jpg,0,0.6998306,0,20.47718
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_870.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_870.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_870.jpg,0,0.6804648,0,20.70015
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_52_938.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_52_938.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_52_938.jpg,0,0.6514161,0,21.19324
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_009.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_009.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_009.jpg,0,0.6417332,0,21.65386
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_080.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_080.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_080.jpg,0,0.6126846,0,22.08717
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_151.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_151.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_151.jpg,0,0.4674413,0,22.26584
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_221.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_221.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_221.jpg,0,0.3996611,0,22.50026
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_292.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_292.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_292.jpg,0,0.3996611,0,22.70823
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_362.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_362.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_362.jpg,0,0.3996611,0,22.90858
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_432.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_432.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_432.jpg,0,0.3996611,0,23.0264
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_502.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_502.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_502.jpg,0,0.3996611,0,23.23302
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_571.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_571.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_571.jpg,0,0.3996611,0,23.40484
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_639.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_639.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_639.jpg,0,0.3996611,0,23.60165
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_708.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_708.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_708.jpg,0,0.3996611,0,23.7397
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_775.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_775.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_775.jpg,0,0.3996611,0,23.89508
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_842.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_842.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_842.jpg,0,0.3996611,0,24.08954
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_909.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_909.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_909.jpg,0,0.3996611,0,24.2324
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_53_977.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_53_977.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_53_977.jpg,0,0.3996611,0,24.42596
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_047.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_047.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_047.jpg,0,0.3996611,0,24.5707
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_115.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_115.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_115.jpg,0,0.3996611,0,24.71296
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_187.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_187.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_187.jpg,0,0.3996611,0,24.90223
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_257.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_257.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_257.jpg,0,0.3609295,0,25.08992
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_327.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_327.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_327.jpg,0,0.235052,0,25.15377
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_398.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_398.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_398.jpg,0.09949167,0.1479061,0,25.10847
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_468.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_468.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_468.jpg,0.09949167,0.1382232,0,25.05981
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_537.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_537.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_537.jpg,0.09949167,0.1382232,0,24.98767
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_605.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_605.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_605.jpg,0.09949167,0.1382232,0,24.93542
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_675.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_675.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_675.jpg,0.09949167,0.1382232,0,24.88487
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_745.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_745.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_745.jpg,0.09949167,0.1479061,0,24.81799
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_813.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_813.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_813.jpg,0.09949167,0.1382232,0,24.71094
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_882.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_882.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_882.jpg,0.1382232,0.09949167,0,24.26031
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_54_953.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_54_953.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_54_953.jpg,0.1479061,0.09949167,0,24.11584
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_020.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_020.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_020.jpg,0.1866376,0.03171146,0,23.07018
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_090.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_090.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_090.jpg,0.2834665,0,0,22.14102
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_159.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_159.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_159.jpg,0.4287098,0,0,21.93782
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_228.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_228.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_228.jpg,0.5061729,0,0,21.36721
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_297.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_297.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_297.jpg,0.5545873,0,0,20.10934
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_368.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_368.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_368.jpg,0.5545873,0,0,19.46527
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_439.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_439.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_439.jpg,0.5545873,0,0,18.7946
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_510.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_510.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_510.jpg,0.5545873,0,0,18.16953
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_580.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_580.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_580.jpg,0.5642702,0,0,17.51048
C:\Users\Roble\Desktop\Programming Project\IMG\center_2018_03_05_00_52_55_651.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\left_2018_03_05_00_52_55_651.jpg,C:\Users\Roble\Desktop\Programming Project\IMG\right_2018_03_05_00_52_55_651.jpg,0.5545873,0,0,17.21945
